ds,y
19/08/2019,0.00918
20/08/2019,0.00947
21/08/2019,0.00936
22/08/2019,0.00915
23/08/2019,0.00979
26/08/2019,0.00892
27/08/2019,0.00911
28/08/2019,0.00891
29/08/2019,0.00882
30/08/2019,0.00889
2/09/2019,0.00925
3/09/2019,0.00944
4/09/2019,0.00935
5/09/2019,0.00972
6/09/2019,0.01092
9/09/2019,0.01033
10/09/2019,0.01077
11/09/2019,0.01141
12/09/2019,0.01153
13/09/2019,0.01154
16/09/2019,0.01188
17/09/2019,0.01129
18/09/2019,0.01135
19/09/2019,0.01056
20/09/2019,0.01016
23/09/2019,0.00997
24/09/2019,0.00957
25/09/2019,0.00938
26/09/2019,0.00947
27/09/2019,0.00942
30/09/2019,0.01012
1/10/2019,0.00969
2/10/2019,0.00959
3/10/2019,0.00915
4/10/2019,0.00886
7/10/2019,0
8/10/2019,0.00892
9/10/2019,0.00878
10/10/2019,0.00891
11/10/2019,0.01013
14/10/2019,0.01042
15/10/2019,0.01013
16/10/2019,0.01046
17/10/2019,0.011
18/10/2019,0.01101
21/10/2019,0.01145
22/10/2019,0.01166
23/10/2019,0.01102
24/10/2019,0.01082
25/10/2019,0.01057
28/10/2019,0.01092
29/10/2019,0.01181
30/10/2019,0.01136
31/10/2019,0.01136
1/11/2019,0.01096
4/11/2019,0.01176
5/11/2019,0.012
6/11/2019,0.0127
7/11/2019,0.01211
8/11/2019,0.01291
11/11/2019,0.01296
12/11/2019,0.01282
13/11/2019,0.01272
14/11/2019,0.01177
15/11/2019,0.01161
18/11/2019,0.01167
19/11/2019,0.01127
20/11/2019,0.01072
21/11/2019,0.01072
22/11/2019,0.01097
25/11/2019,0.01092
26/11/2019,0.01077
27/11/2019,0.01018
28/11/2019,0.00999
29/11/2019,0.01034
2/12/2019,0.01094
3/12/2019,0.01195
4/12/2019,0.01063
5/12/2019,0.01092
6/12/2019,0.01127
9/12/2019,0.01151
10/12/2019,0.01107
11/12/2019,0.01156
12/12/2019,0.01132
13/12/2019,0.01258
16/12/2019,0.01158
17/12/2019,0.01158
18/12/2019,0.01208
19/12/2019,0.01269
20/12/2019,0.01289
23/12/2019,0.01299
24/12/2019,0.0131
27/12/2019,0.01309
30/12/2019,0.01309
31/12/2019,0.01357
2/01/2020,0.01345
3/01/2020,0.01255
6/01/2020,0.01206
7/01/2020,0.01221
8/01/2020,0.01188
9/01/2020,0.01241
10/01/2020,0.01257
13/01/2020,0.01214
14/01/2020,0.01261
15/01/2020,0.01217
16/01/2020,0.01187
17/01/2020,0.01182
20/01/2020,0.01177
21/01/2020,0.01163
22/01/2020,0.01119
23/01/2020,0.01105
24/01/2020,0.01091
28/01/2020,0.00957
29/01/2020,0.01017
30/01/2020,0.00968
31/01/2020,0.00958
3/02/2020,0.00929
4/02/2020,0.00929
5/02/2020,0.01038
6/02/2020,0.01097
7/02/2020,0.01048
10/02/2020,0.01013
11/02/2020,0.01024
12/02/2020,0.01069
13/02/2020,0.01048
14/02/2020,0.01053
17/02/2020,0.01059
18/02/2020,0.01024
19/02/2020,0.01029
20/02/2020,0.00994
21/02/2020,0.00929
24/02/2020,0.00911
25/02/2020,0.0092
26/02/2020,0.0091
27/02/2020,0.00845
28/02/2020,0.0081
2/03/2020,0.00797
3/03/2020,0.00785
4/03/2020,0.00713
5/03/2020,0.00773
6/03/2020,0.00668
9/03/2020,0.00606
10/03/2020,0.00789
11/03/2020,0.00671
12/03/2020,0.00763
13/03/2020,0.00969
16/03/2020,0.00908
17/03/2020,0.01032
18/03/2020,0.01211
19/03/2020,0.01483
20/03/2020,0.01136
23/03/2020,0.00908
24/03/2020,0.0089
25/03/2020,0.00973
26/03/2020,0.00919
27/03/2020,0.00917
30/03/2020,0.00775
31/03/2020,0.00755
1/04/2020,0.0067
2/04/2020,0.00759
3/04/2020,0.00754
6/04/2020,0.00769
7/04/2020,0.00912
8/04/2020,0.00911
9/04/2020,0.00899
14/04/2020,0.00918
15/04/2020,0.00907
16/04/2020,0.00842
17/04/2020,0.00852
20/04/2020,0.00833
21/04/2020,0.00852
22/04/2020,0.00836
23/04/2020,0.00872
24/04/2020,0.00872
27/04/2020,0.00907
28/04/2020,0.00922
29/04/2020,0.00917
30/04/2020,0.00887
1/05/2020,0.00867
4/05/2020,0.00828
5/05/2020,0.00865
6/05/2020,0.00914
7/05/2020,0.00924
8/05/2020,0.0089
11/05/2020,0.0096
12/05/2020,0.00956
13/05/2020,0.00956
14/05/2020,0.00897
15/05/2020,0.00908
18/05/2020,0.00909
19/05/2020,0.00978
20/05/2020,0.00948
21/05/2020,0.00912
22/05/2020,0.00868
25/05/2020,0.0086
26/05/2020,0.00884
27/05/2020,0.00879
28/05/2020,0.00879
29/05/2020,0.00885
1/06/2020,0.00895
2/06/2020,0.00907
3/06/2020,0.00968
4/06/2020,0.01022
5/06/2020,0.01094
9/06/2020,0.01052
10/06/2020,0.01022
11/06/2020,0.00925
12/06/2020,0.00913
15/06/2020,0.00865
16/06/2020,0.0092
17/06/2020,0.00921
18/06/2020,0.00886
19/06/2020,0.00866
22/06/2020,0.00872
23/06/2020,0.00907
24/06/2020,0.00929
25/06/2020,0.00889
26/06/2020,0.00873
29/06/2020,0.00888
30/06/2020,0.00878
1/07/2020,0.00943
2/07/2020,0.00932
3/07/2020,0.00913
6/07/2020,0.00934
7/07/2020,0.00894
8/07/2020,0.0088
9/07/2020,0.0091
10/07/2020,0.00871
13/07/2020,0.00912
14/07/2020,0.00922
15/07/2020,0.00883
16/07/2020,0.00894
17/07/2020,0.0088
20/07/2020,0.009
21/07/2020,0.00876
22/07/2020,0.00902
23/07/2020,0.00876
24/07/2020,0.0088
27/07/2020,0.009
28/07/2020,0.00933
29/07/2020,0.0089
30/07/2020,0.0087
31/07/2020,0.00829
3/08/2020,0.0087
4/08/2020,0.00846
5/08/2020,0.00836
6/08/2020,0.00869
7/08/2020,0.00844
10/08/2020,0.00879
11/08/2020,0.00885
12/08/2020,0.00934
13/08/2020,0.00904
14/08/2020,0.0095
17/08/2020,0.00916
18/08/2020,0.00887
19/08/2020,0.00882
20/08/2020,0.00873
21/08/2020,0.00898
24/08/2020,0.00874
25/08/2020,0.00905
26/08/2020,0.0097
27/08/2020,0.00935
28/08/2020,0.0104
31/08/2020,0.01001
1/09/2020,0.00992
2/09/2020,0.00954
3/09/2020,0.00929
4/09/2020,0.0091
7/09/2020,0.00991
8/09/2020,0.00993
9/09/2020,0.00915
10/09/2020,0.00955
11/09/2020,0.00934
14/09/2020,0.00891
15/09/2020,0.00889
16/09/2020,0.00889
17/09/2020,0.00869
18/09/2020,0.00913
21/09/2020,0.00879
22/09/2020,0.00856
23/09/2020,0.00832
24/09/2020,0.00832
25/09/2020,0.00826
28/09/2020,0.00802
29/09/2020,0.00807
30/09/2020,0.00816
1/10/2020,0.00876
2/10/2020,0.00812
5/10/2020,0
6/10/2020,0.00862
7/10/2020,0.00822
8/10/2020,0.00847
9/10/2020,0.00833
12/10/2020,0.00829
13/10/2020,0.0083
14/10/2020,0.0082
15/10/2020,0.00745
16/10/2020,0.00705
19/10/2020,0.00735
20/10/2020,0.00741
21/10/2020,0.00785
22/10/2020,0.00795
23/10/2020,0.0084
26/10/2020,0.00792
27/10/2020,0.00788
28/10/2020,0.00769
29/10/2020,0.00798
30/10/2020,0.00813
2/11/2020,0.00809
3/11/2020,0.00758
4/11/2020,0.00779
5/11/2020,0.00729
6/11/2020,0.00741
9/11/2020,0.00757
10/11/2020,0.00907
11/11/2020,0.00981
12/11/2020,0.00902
13/11/2020,0.00869
16/11/2020,0.00879
17/11/2020,0.00945
18/11/2020,0.00875
19/11/2020,0.00875
20/11/2020,0.00851
23/11/2020,0.00836
24/11/2020,0.00882
25/11/2020,0.00922
26/11/2020,0.00902
27/11/2020,0.00893
30/11/2020,0.00889
1/12/2020,0.00909
2/12/2020,0.00974
3/12/2020,0.01008
4/12/2020,0.00984
7/12/2020,0.0103
8/12/2020,0.01017
9/12/2020,0.0102
10/12/2020,0.00982
11/12/2020,0.00982
14/12/2020,0.00961
15/12/2020,0.00961
16/12/2020,0.00959
17/12/2020,0.00982
18/12/2020,0.00984
21/12/2020,0.0096
22/12/2020,0.0095
23/12/2020,0.00927
24/12/2020,0.00992
29/12/2020,0.00965
30/12/2020,0.00981
31/12/2020,0.00973
4/01/2021,0.00984
5/01/2021,0.00948
6/01/2021,0.0103
7/01/2021,0.0105
8/01/2021,0.0109
11/01/2021,0.01071
12/01/2021,0.0111
13/01/2021,0.01071
14/01/2021,0.01062
15/01/2021,0.01048
18/01/2021,0.01034
19/01/2021,0.0106
20/01/2021,0.01051
21/01/2021,0.01031
22/01/2021,0.01092
25/01/2021,0.01069
27/01/2021,0.01059
28/01/2021,0.01046
29/01/2021,0.01096
1/02/2021,0.01118
2/02/2021,0.01122
3/02/2021,0.01143
4/02/2021,0.01196
5/02/2021,0.01162
8/02/2021,0.01238
9/02/2021,0.01199
10/02/2021,0.0119
11/02/2021,0.01155
12/02/2021,0.0119
15/02/2021,0.0129
16/02/2021,0.01292
17/02/2021,0.01372
18/02/2021,0.01337
19/02/2021,0.01403
22/02/2021,0.01573
23/02/2021,0.01534
24/02/2021,0.01581
25/02/2021,0.01703
26/02/2021,0.01885
1/03/2021,0.0164
2/03/2021,0.01689
3/03/2021,0.0165
4/03/2021,0.01747
5/03/2021,0.01808
8/03/2021,0.01746
9/03/2021,0.01756
10/03/2021,0.01686
11/03/2021,0.01631
12/03/2021,0.01688
15/03/2021,0.01767
16/03/2021,0.0167
17/03/2021,0.01695
18/03/2021,0.01761
19/03/2021,0.0178
22/03/2021,0.01737
23/03/2021,0.01707
24/03/2021,0.0163
25/03/2021,0.01657
26/03/2021,0.01632
29/03/2021,0.01666
30/03/2021,0.01757
31/03/2021,0.01763
1/04/2021,0.0176
6/04/2021,0.01703
7/04/2021,0.0167
8/04/2021,0.01661
9/04/2021,0.01677
12/04/2021,0.01694
13/04/2021,0.01735
14/04/2021,0.01672
15/04/2021,0.01692
16/04/2021,0.01659
19/04/2021,0.0164
20/04/2021,0.01705
21/04/2021,0.01657
22/04/2021,0.01623
23/04/2021,0.01659
26/04/2021,0.0168
27/04/2021,0.01666
28/04/2021,0.01657
29/04/2021,0.01643
30/04/2021,0.01674
3/05/2021,0.01679
4/05/2021,0.01686
5/05/2021,0.01668
6/05/2021,0.01629
7/05/2021,0.01609
10/05/2021,0.01641
11/05/2021,0.01652
12/05/2021,0.01702
13/05/2021,0.01741
14/05/2021,0.01723
17/05/2021,0.01679
18/05/2021,0.0171
19/05/2021,0.01701
20/05/2021,0.01697
21/05/2021,0.01664
24/05/2021,0.01631
25/05/2021,0.01617
26/05/2021,0.01604
27/05/2021,0.01563
28/05/2021,0.01624
31/05/2021,0.01645
1/06/2021,0.01627
2/06/2021,0.01617
3/06/2021,0.01603
4/06/2021,0.01624
7/06/2021,0.01575
8/06/2021,0.01551
9/06/2021,0.01517
10/06/2021,0.01435
11/06/2021,0.01436
15/06/2021,0.01446
16/06/2021,0.01494
17/06/2021,0.0159
18/06/2021,0.01546
21/06/2021,0.01474
22/06/2021,0.01545
23/06/2021,0.01515
24/06/2021,0.01522
25/06/2021,0.01519
28/06/2021,0.01539
29/06/2021,0.01496
30/06/2021,0.01486
1/07/2021,0.01477
2/07/2021,0.01434
5/07/2021,0.01391
6/07/2021,0.01428
7/07/2021,0.01351
8/07/2021,0.01282
9/07/2021,0.01323
12/07/2021,0.01279
13/07/2021,0.0129
14/07/2021,0.01304
15/07/2021,0.01253
16/07/2021,0.01248
19/07/2021,0.01211
20/07/2021,0.01149
21/07/2021,0.01128
22/07/2021,0.01158
23/07/2021,0.01164
26/07/2021,0.0115
27/07/2021,0.01176
28/07/2021,0.01122
29/07/2021,0.01123
30/07/2021,0.01149
2/08/2021,0
3/08/2021,0.01125
4/08/2021,0.01116
5/08/2021,0.01127
6/08/2021,0.01163
9/08/2021,0.01177
10/08/2021,0.01174
11/08/2021,0.01194
12/08/2021,0.0116
13/08/2021,0.0119
16/08/2021,0.01132
17/08/2021,0.01113
18/08/2021,0.01114
19/08/2021,0.01055
20/08/2021,0.01056
23/08/2021,0.01072
24/08/2021,0.01128
25/08/2021,0.01133
26/08/2021,0.01164
27/08/2021,0.01166
30/08/2021,0.01136
31/08/2021,0.01132
1/09/2021,0.01222
2/09/2021,0.01183
3/09/2021,0.012
6/09/2021,0.01236
7/09/2021,0.01236
8/09/2021,0.01278
9/09/2021,0.0125
10/09/2021,0.01203
13/09/2021,0.01256
14/09/2021,0.01234
15/09/2021,0.01189
16/09/2021,0.01244
17/09/2021,0.01284
20/09/2021,0.01285
21/09/2021,0.01252
22/09/2021,0.01237
23/09/2021,0.01243
24/09/2021,0.01387
27/09/2021,0.01393
28/09/2021,0.01462
29/09/2021,0.01467
30/09/2021,0.01473
1/10/2021,0.01473
4/10/2021,0
5/10/2021,0.01499
6/10/2021,0.01593
7/10/2021,0.0157
8/10/2021,0.01624
11/10/2021,0.01704
12/10/2021,0.0171
13/10/2021,0.01676
14/10/2021,0.01613
15/10/2021,0.01639
18/10/2021,0.01733
19/10/2021,0.01714
20/10/2021,0.01799
21/10/2021,0.01779
22/10/2021,0.0179
25/10/2021,0.01777
26/10/2021,0.01798
27/10/2021,0.01802
28/10/2021,0.01833
29/10/2021,0.02083
1/11/2021,0.019
2/11/2021,0.01885
3/11/2021,0.01846
4/11/2021,0.01826
5/11/2021,0.01806
8/11/2021,0.01747
9/11/2021,0.01778
10/11/2021,0.01729
11/11/2021,0.01808
12/11/2021,0.01791
15/11/2021,0.01766
16/11/2021,0.01831
17/11/2021,0.01858
18/11/2021,0.01793
19/11/2021,0.01809
22/11/2021,0.0179
23/11/2021,0.01867
24/11/2021,0.01857
25/11/2021,0.01868
26/11/2021,0.01736
29/11/2021,0.01743
30/11/2021,0.01689
1/12/2021,0.01728
2/12/2021,0.0168
3/12/2021,0.0161
6/12/2021,0.01582
7/12/2021,0.01648
8/12/2021,0.01621
9/12/2021,0.01679
10/12/2021,0.01637
13/12/2021,0.01605
14/12/2021,0.01545
15/12/2021,0.01563
16/12/2021,0.01569
17/12/2021,0.01588
20/12/2021,0.01542
21/12/2021,0.01601
22/12/2021,0.01585
23/12/2021,0.01591
24/12/2021,0.01578
29/12/2021,0.01534
30/12/2021,0.01631
31/12/2021,0.01666
4/01/2022,0.01732
5/01/2022,0.01768
6/01/2022,0.01849
7/01/2022,0.01838
10/01/2022,0.01905
11/01/2022,0.01881
12/01/2022,0.01835
13/01/2022,0.01846
14/01/2022,0.01837
17/01/2022,0.01903
18/01/2022,0.01933
19/01/2022,0.01983
20/01/2022,0.01979
21/01/2022,0.01905
24/01/2022,0.01922
25/01/2022,0.0193
27/01/2022,0.0201
28/01/2022,0.01928
31/01/2022,0.01884
1/02/2022,0.0189
2/02/2022,0.019
3/02/2022,0.01857
4/02/2022,0.01948
7/02/2022,0.01984
8/02/2022,0.02109
9/02/2022,0.02094
10/02/2022,0.02097
11/02/2022,0.02202
14/02/2022,0.02128
15/02/2022,0.02179
16/02/2022,0.02224
17/02/2022,0.022
18/02/2022,0.02241
21/02/2022,0.02212
22/02/2022,0.02194
23/02/2022,0.02263
24/02/2022,0.0215
25/02/2022,0.02226
28/02/2022,0.02131
1/03/2022,0.02182
2/03/2022,0.02068
3/03/2022,0.02159
4/03/2022,0.02144
7/03/2022,0.02129
8/03/2022,0.02227
9/03/2022,0.02312
10/03/2022,0.02361
11/03/2022,0.02393
14/03/2022,0.02451
15/03/2022,0.02511
16/03/2022,0.02488
17/03/2022,0.025
18/03/2022,0.0257
21/03/2022,0.02576
22/03/2022,0.02714
23/03/2022,0.02769
24/03/2022,0.0276
25/03/2022,0.02771
28/03/2022,0.02896
29/03/2022,0.02891
30/03/2022,0.02788
31/03/2022,0.02836
1/04/2022,0.02822
4/04/2022,0.02828
5/04/2022,0.02853
6/04/2022,0.02928
7/04/2022,0.02909
8/04/2022,0.02959
11/04/2022,0.03004
12/04/2022,0.03078
13/04/2022,0.03069
14/04/2022,0.02967
19/04/2022,0.03062
20/04/2022,0.03107
21/04/2022,0.03079
22/04/2022,0.03126
26/04/2022,0.03102
27/04/2022,0.03053
28/04/2022,0.03079
29/04/2022,0.03119
2/05/2022,0.03259
3/05/2022,0.03394
4/05/2022,0.03539
5/05/2022,0.03387
6/05/2022,0.03467
9/05/2022,0.03562
10/05/2022,0.03563
11/05/2022,0.03503
12/05/2022,0.03425
13/05/2022,0.03401
16/05/2022,0.03384
17/05/2022,0.03404
18/05/2022,0.03459
19/05/2022,0.03383
20/05/2022,0.0331
23/05/2022,0.03326
24/05/2022,0.03317
25/05/2022,0.0324
26/05/2022,0.03202
27/05/2022,0.03253
30/05/2022,0.03254
31/05/2022,0.03352
1/06/2022,0.03417
2/06/2022,0.03498
3/06/2022,0.03483
6/06/2022,0.03484
7/06/2022,0.03555
8/06/2022,0.03545
9/06/2022,0.03607
10/06/2022,0.03674
14/06/2022,0.03957
15/06/2022,0.042
16/06/2022,0.03993
17/06/2022,0.04128
20/06/2022,0.04066
21/06/2022,0.04065
22/06/2022,0.03988
23/06/2022,0.03855
24/06/2022,0.03721
27/06/2022,0.03778
28/06/2022,0.03744
29/06/2022,0.03695
30/06/2022,0.03662
1/07/2022,0.03597
4/07/2022,0.03565
5/07/2022,0.03553
6/07/2022,0.03409
7/07/2022,0.03473
8/07/2022,0.03484
11/07/2022,0.03515
12/07/2022,0.03421
13/07/2022,0.03393
14/07/2022,0.03416
15/07/2022,0.03413
18/07/2022,0.03442
19/07/2022,0.03517
20/07/2022,0.03551
21/07/2022,0.03578
22/07/2022,0.03446
25/07/2022,0.03359
26/07/2022,0.03346
27/07/2022,0.03253
28/07/2022,0.03211
29/07/2022,0.03063
1/08/2022,0.03084
2/08/2022,0.02985
3/08/2022,0.0308
4/08/2022,0.03151
5/08/2022,0.03091
8/08/2022,0.03221
9/08/2022,0.03192
10/08/2022,0.03251
11/08/2022,0.03296
12/08/2022,0.03435
15/08/2022,0.03371
16/08/2022,0.03232
17/08/2022,0.03278
18/08/2022,0.03341
19/08/2022,0.0341
22/08/2022,0.03525
23/08/2022,0.03584
24/08/2022,0.03634
25/08/2022,0.03681
26/08/2022,0.03581
29/08/2022,0.03672
30/08/2022,0.0361
31/08/2022,0.03605
1/09/2022,0.03689
2/09/2022,0.0366
5/09/2022,0.03654
6/09/2022,0.03654
7/09/2022,0.0371
8/09/2022,0.03573
9/09/2022,0.03568
12/09/2022,0.0364
13/09/2022,0.03578
14/09/2022,0.03646
15/09/2022,0.03692
16/09/2022,0.03729
19/09/2022,0.03685
20/09/2022,0.03642
21/09/2022,0.03677
23/09/2022,0.03919
26/09/2022,0.03993
27/09/2022,0.04032
28/09/2022,0.04102
29/09/2022,0.03946
30/09/2022,0.03892
3/10/2022,0
4/10/2022,0.03726
5/10/2022,0.03631
6/10/2022,0.03769
7/10/2022,0.03844
10/10/2022,0.03863
11/10/2022,0.04032
12/10/2022,0.03943
13/10/2022,0.03999
14/10/2022,0.04003
17/10/2022,0.04018
18/10/2022,0.03915
19/10/2022,0.03941
20/10/2022,0.04055
21/10/2022,0.04195
24/10/2022,0.04146
25/10/2022,0.04072
26/10/2022,0.03915
27/10/2022,0.03827
28/10/2022,0.03731
31/10/2022,0.03751
1/11/2022,0.0376
2/11/2022,0.03806
3/11/2022,0.03916
4/11/2022,0.03846
7/11/2022,0.03903
8/11/2022,0.04033
9/11/2022,0.03863
10/11/2022,0.03716
11/11/2022,0.03654
14/11/2022,0.03763
15/11/2022,0.03757
16/11/2022,0.03723
17/11/2022,0.03615
18/11/2022,0.0361
21/11/2022,0.0356
22/11/2022,0.03567
23/11/2022,0.03566
24/11/2022,0.03522
25/11/2022,0.03552
28/11/2022,0.03492
29/11/2022,0.03582
30/11/2022,0.03508
1/12/2022,0.03459
2/12/2022,0.0337
5/12/2022,0.03345
6/12/2022,0.03377
7/12/2022,0.03336
8/12/2022,0.03346
9/12/2022,0.03276
12/12/2022,0.03362
13/12/2022,0.03382
14/12/2022,0.03344
15/12/2022,0.03438
16/12/2022,0.03436
19/12/2022,0.03514
20/12/2022,0.03707
21/12/2022,0.03704
22/12/2022,0.03775
23/12/2022,0.03805
28/12/2022,0.04014
29/12/2022,0.04004
30/12/2022,0.04029
3/01/2023,0.0398
4/01/2023,0.03883
5/01/2023,0.03815
6/01/2023,0.03799
9/01/2023,0.03702
10/01/2023,0.03697
11/01/2023,0.03698
12/01/2023,0.03576
13/01/2023,0.03574
16/01/2023,0.03577
17/01/2023,0.03588
18/01/2023,0.03529
19/01/2023,0.03306
20/01/2023,0.03381
23/01/2023,0.03434
24/01/2023,0.03448
25/01/2023,0.0349
27/01/2023,0.03543
30/01/2023,0.0352
31/01/2023,0.03535
1/02/2023,0.03555
2/02/2023,0.03526
3/02/2023,0.03368
6/02/2023,0.03446
7/02/2023,0.03581
8/02/2023,0.036
9/02/2023,0.03657
10/02/2023,0.03696
13/02/2023,0.03747
14/02/2023,0.03727
15/02/2023,0.03726
16/02/2023,0.03747
17/02/2023,0.03808
20/02/2023,0.03799
21/02/2023,0.03804
22/02/2023,0.03863
23/02/2023,0.03875
24/02/2023,0.03815
27/02/2023,0.03865
28/02/2023,0.03841
1/03/2023,0.03777
2/03/2023,0.03852
3/03/2023,0.03894
6/03/2023,0.03757
7/03/2023,0.03677
8/03/2023,0.03738
9/03/2023,0.03704
10/03/2023,0.03577
13/03/2023,0.03514
14/03/2023,0.03444
15/03/2023,0.03429
16/03/2023,0.03327
17/03/2023,0.03387
20/03/2023,0.03234
21/03/2023,0.03184
22/03/2023,0.03359
23/03/2023,0.03285
24/03/2023,0.03213
27/03/2023,0.03188
28/03/2023,0.03292
29/03/2023,0.03278
30/03/2023,0.03352
31/03/2023,0.03293
3/04/2023,0.03319
4/04/2023,0.03255
5/04/2023,0.03275
6/04/2023,0.03181
11/04/2023,0.03221
12/04/2023,0.0324
13/04/2023,0.0327
14/04/2023,0.03319
17/04/2023,0.03367
18/04/2023,0.03469
19/04/2023,0.03509
20/04/2023,0.03495
21/04/2023,0.03462
24/04/2023,0.03446
26/04/2023,0.03302
27/04/2023,0.03366
28/04/2023,0.03335
1/05/2023,0.03351
2/05/2023,0.03442
3/05/2023,0.03408
4/05/2023,0.03303
5/05/2023,0.03318
8/05/2023,0.03398
9/05/2023,0.03448
10/05/2023,0.03452
11/05/2023,0.03388
12/05/2023,0.03324
15/05/2023,0.03429
16/05/2023,0.03409
17/05/2023,0.03429
18/05/2023,0.03488
19/05/2023,0.03593
22/05/2023,0.03587
23/05/2023,0.03652
24/05/2023,0.03648
25/05/2023,0.03702
26/05/2023,0.03732
29/05/2023,0.03703
30/05/2023,0.03682
31/05/2023,0.03607
1/06/2023,0.03616
2/06/2023,0.03646
5/06/2023,0.03786
6/06/2023,0.03805
7/06/2023,0.0383
8/06/2023,0.04014
9/06/2023,0.03952
13/06/2023,0.03938
14/06/2023,0.03977
15/06/2023,0.04005
16/06/2023,0.04029
19/06/2023,0.03974
20/06/2023,0.04029
21/06/2023,0.03985
22/06/2023,0.03979
23/06/2023,0.0399
26/06/2023,0.03952
27/06/2023,0.03932
28/06/2023,0.03872
29/06/2023,0.03902
30/06/2023,0.04025
3/07/2023,0.03961
4/07/2023,0.04003
5/07/2023,0.03997
6/07/2023,0.0412
7/07/2023,0.04253
10/07/2023,0.04282
11/07/2023,0.04178
12/07/2023,0.04122
13/07/2023,0.04044
14/07/2023,0.0399
17/07/2023,0.03979
18/07/2023,0.0397
19/07/2023,0.03861
20/07/2023,0.03944
21/07/2023,0.04004
24/07/2023,0.03989
25/07/2023,0.04024
26/07/2023,0.04005
27/07/2023,0.03919
28/07/2023,0.04061
31/07/2023,0.04052
1/08/2023,0.03968
2/08/2023,0.04017
3/08/2023,0.04096
4/08/2023,0.04185
7/08/2023,0.04122
8/08/2023,0.04006
9/08/2023,0.03987
10/08/2023,0.04036
11/08/2023,0.04101
14/08/2023,0.04185
15/08/2023,0.0425
16/08/2023,0.042
17/08/2023,0.04312
18/08/2023,0.04223
21/08/2023,0.04254
22/08/2023,0.0426
23/08/2023,0.04185
24/08/2023,0.04106
25/08/2023,0.04151
28/08/2023,0.04132
29/08/2023,0.04091
30/08/2023,0.04063
31/08/2023,0.04018
1/09/2023,0.03998
4/09/2023,0.04083
5/09/2023,0.04127
6/09/2023,0.04122
7/09/2023,0.04152
8/09/2023,0.04077
11/09/2023,0.04154
12/09/2023,0.04161
13/09/2023,0.04143
14/09/2023,0.04109
15/09/2023,0.04098
18/09/2023,0.04207
19/09/2023,0.04161
20/09/2023,0.04211
21/09/2023,0.04295
22/09/2023,0.04332
25/09/2023,0.04307
26/09/2023,0.04394
27/09/2023,0.0437
28/09/2023,0.04449
29/09/2023,0.04479
2/10/2023,0
3/10/2023,0.04531
4/10/2023,0.04652
5/10/2023,0.04562
6/10/2023,0.04534
9/10/2023,0.04512
10/10/2023,0.04449
11/10/2023,0.04421
12/10/2023,0.04364
13/10/2023,0.04458
16/10/2023,0.04451
17/10/2023,0.04542
18/10/2023,0.04644
19/10/2023,0.04778
20/10/2023,0.04742
23/10/2023,0.04778
24/10/2023,0.04685
25/10/2023,0.04715
26/10/2023,0.04869
27/10/2023,0.04809
30/10/2023,0.04869
31/10/2023,0.04924
1/11/2023,0.04942
2/11/2023,0.04786
3/11/2023,0.04718
6/11/2023,0.04718
7/11/2023,0.0469
8/11/2023,0.04579
9/11/2023,0.04528
10/11/2023,0.04618
13/11/2023,0.04666
14/11/2023,0.04661
15/11/2023,0.0453
16/11/2023,0.0455
17/11/2023,0.04465
20/11/2023,0.04506
21/11/2023,0.04447
22/11/2023,0.04446
23/11/2023,0.04481
24/11/2023,0.04545
27/11/2023,0.04564
28/11/2023,0.04495
29/11/2023,0.04361
30/11/2023,0.04411
1/12/2023,0.0449
4/12/2023,0.04447
5/12/2023,0.04412
6/12/2023,0.04283
7/12/2023,0.04338
8/12/2023,0.04294
11/12/2023,0.04339
12/12/2023,0.04327
13/12/2023,0.04287
14/12/2023,0.04133
15/12/2023,0.0414
18/12/2023,0.04057
19/12/2023,0.04111
20/12/2023,0.04046
21/12/2023,0.04017
22/12/2023,0.04007
27/12/2023,0.03973
28/12/2023,0.03893
29/12/2023,0.03958
2/01/2024,0.03999
3/01/2024,0.04048
4/01/2024,0.04053
5/01/2024,0.04136
8/01/2024,0.0416
9/01/2024,0.04106
10/01/2024,0.0412
11/01/2024,0.04109
12/01/2024,0.04075
15/01/2024,0.0408
16/01/2024,0.04154
17/01/2024,0.04213
18/01/2024,0.04267
19/01/2024,0.04296
22/01/2024,0.04232
23/01/2024,0.04193
24/01/2024,0.04233
25/01/2024,0.04247
29/01/2024,0.04218
30/01/2024,0.04144
31/01/2024,0.04015
1/02/2024,0.04016
2/02/2024,0.03982
5/02/2024,0.04099
6/02/2024,0.04129
7/02/2024,0.04091
8/02/2024,0.04111
9/02/2024,0.0413
12/02/2024,0.04166
13/02/2024,0.04175
14/02/2024,0.04268
15/02/2024,0.0414
16/02/2024,0.04199
19/02/2024,0.04174
20/02/2024,0.04185
21/02/2024,0.04175
22/02/2024,0.0416
23/02/2024,0.04201
26/02/2024,0.04106
27/02/2024,0.04136
28/02/2024,0.04171
29/02/2024,0.04141
1/03/2024,0.04146
4/03/2024,0.04106
5/03/2024,0.04096
6/03/2024,0.04012
7/03/2024,0.04014
8/03/2024,0.03978
11/03/2024,0.03957
12/03/2024,0.03951
13/03/2024,0.04023
14/03/2024,0.04062
15/03/2024,0.04139
18/03/2024,0.04116
19/03/2024,0.04087
20/03/2024,0.04056
21/03/2024,0.04095
22/03/2024,0.04041
25/03/2024,0.04011
26/03/2024,0.04031
27/03/2024,0.04007
